"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,227,"TZA","Tanzania",233,"TZA","Tanzania","TANZANIA, UNITED REPUBLIC OF","Tanzania, United Rep of","Tanzania",NA,"United Republic of Tanzania|Tanzania, United Republic of|German East Africa|Tanganyika|Zanzibar",NA,"Tanzanie, République-Unie de ","Tanzania ","<U+0422><U+0430><U+043D><U+0437><U+0430><U+043D><U+0438><U+044F>","<U+062A><U+0646><U+0632><U+0627><U+0646><U+064A><U+0627>","<U+5766><U+6851><U+5C3C><U+4E9A> ",NA,NA,"Tanzania","TZ",NA,"TZ",834,"19640426","Present",35119255,944976.875,37.1641422442216,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Less indebted","HIPC",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1
