"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,189,"RWA","Rwanda",193,"RWA","Rwanda","RWANDA","Rwanda","Rwanda",NA,"Belgian East Africa|Ruanda-Urundi",NA,"Rwanda ","Ruanda ","<U+0420><U+0443><U+0430><U+043D><U+0434><U+0430>","<U+0631><U+0648><U+0627><U+0646><U+062F><U+0627>","<U+5362><U+65FA><U+8FBE>",NA,NA,"Rwanda","RW",NA,"RW",646,"19620701","Present",7608928,25228.23,301.603719325533,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Severely indebted","HIPC",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1
