"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
1,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",1,"Bungwe",1,"Bungwe",NA,"Cell","Cell"
2,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",1,"Bungwe",2,"Bushenya",NA,"Cell","Cell"
3,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",1,"Bungwe",3,"Mudugari",NA,"Cell","Cell"
4,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",1,"Bungwe",4,"Tumba",NA,"Cell","Cell"
5,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",2,"Butaro",5,"Gatsibo",NA,"Cell","Cell"
6,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",2,"Butaro",6,"Mubuga",NA,"Cell","Cell"
7,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",2,"Butaro",7,"Muhotora",NA,"Cell","Cell"
8,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",2,"Butaro",8,"Nyamicucu",NA,"Cell","Cell"
9,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",2,"Butaro",9,"Rusumo",NA,"Cell","Cell"
10,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",10,"Gasiza",NA,"Cell","Cell"
11,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",11,"Gisovu",NA,"Cell","Cell"
12,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",12,"Kabyiniro",NA,"Cell","Cell"
13,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",13,"Kagitega",NA,"Cell","Cell"
14,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",14,"Kamanyana",NA,"Cell","Cell"
15,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",3,"Cyanika",15,"Nyagahinga",NA,"Cell","Cell"
16,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",4,"Cyeru",16,"Butare",NA,"Cell","Cell"
17,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",4,"Cyeru",17,"Ndongozi",NA,"Cell","Cell"
18,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",4,"Cyeru",18,"Ruyange",NA,"Cell","Cell"
19,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",5,"Gahunga",19,"Buramba",NA,"Cell","Cell"
20,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",5,"Gahunga",20,"Gisizi",NA,"Cell","Cell"
21,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",5,"Gahunga",21,"Kidakama",NA,"Cell","Cell"
22,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",5,"Gahunga",22,"Nyangwe",NA,"Cell","Cell"
23,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",5,"Gahunga",23,"Rwasa",NA,"Cell","Cell"
24,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",6,"Gatebe",24,"Gabiro",NA,"Cell","Cell"
25,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",6,"Gatebe",25,"Musenda",NA,"Cell","Cell"
26,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",6,"Gatebe",26,"Rwambogo",NA,"Cell","Cell"
27,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",6,"Gatebe",27,"Rwasa",NA,"Cell","Cell"
28,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",7,"Gitovu",28,"Mariba",NA,"Cell","Cell"
29,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",7,"Gitovu",29,"Musasa",NA,"Cell","Cell"
30,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",7,"Gitovu",30,"Runoga",NA,"Cell","Cell"
31,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",8,"Kagogo",31,"Kabaya",NA,"Cell","Cell"
32,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",8,"Kagogo",32,"Kayenzi",NA,"Cell","Cell"
33,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",8,"Kagogo",33,"Kiringa",NA,"Cell","Cell"
34,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",8,"Kagogo",34,"Nyamabuye",NA,"Cell","Cell"
35,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",9,"Kinoni",35,"Gafuka",NA,"Cell","Cell"
36,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",9,"Kinoni",36,"Nkenke",NA,"Cell","Cell"
37,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",9,"Kinoni",37,"Nkumba",NA,"Cell","Cell"
38,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",9,"Kinoni",38,"Ntaruka",NA,"Cell","Cell"
39,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",10,"Kinyababa",39,"Bugamba",NA,"Cell","Cell"
40,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",10,"Kinyababa",40,"Kaganda",NA,"Cell","Cell"
41,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",10,"Kinyababa",41,"Musasa",NA,"Cell","Cell"
42,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",10,"Kinyababa",42,"Rutovu",NA,"Cell","Cell"
43,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",11,"Kivuye",43,"Bukwashuri",NA,"Cell","Cell"
44,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",11,"Kivuye",44,"Gashanje",NA,"Cell","Cell"
45,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",11,"Kivuye",45,"Murwa",NA,"Cell","Cell"
46,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",11,"Kivuye",46,"Nyirataba",NA,"Cell","Cell"
47,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",12,"Nemba",47,"Kivumu",NA,"Cell","Cell"
48,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",12,"Nemba",48,"Nyamugari",NA,"Cell","Cell"
49,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",12,"Nemba",49,"Rubona",NA,"Cell","Cell"
50,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",12,"Nemba",50,"Rushara",NA,"Cell","Cell"
51,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",13,"Rugarama",51,"Cyahi",NA,"Cell","Cell"
52,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",13,"Rugarama",52,"Gafumba",NA,"Cell","Cell"
53,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",13,"Rugarama",53,"Karangara",NA,"Cell","Cell"
54,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",13,"Rugarama",54,"Rurembo",NA,"Cell","Cell"
55,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",14,"Rugengabari",55,"Kilibata",NA,"Cell","Cell"
56,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",14,"Rugengabari",56,"Mucaca",NA,"Cell","Cell"
57,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",14,"Rugengabari",57,"Nyanamo",NA,"Cell","Cell"
58,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",14,"Rugengabari",58,"Rukandabyuma",NA,"Cell","Cell"
59,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",15,"Ruhunde",59,"Gaseke",NA,"Cell","Cell"
60,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",15,"Ruhunde",60,"Gatare",NA,"Cell","Cell"
61,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",15,"Ruhunde",61,"Gitovu",NA,"Cell","Cell"
62,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",15,"Ruhunde",62,"Rusekera",NA,"Cell","Cell"
63,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",16,"Rusarabuye",63,"Kabona",NA,"Cell","Cell"
64,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",16,"Rusarabuye",64,"Ndago",NA,"Cell","Cell"
65,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",16,"Rusarabuye",65,"Ruhanga",NA,"Cell","Cell"
66,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",17,"Rwerere",66,"Gacundura",NA,"Cell","Cell"
67,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",17,"Rwerere",67,"Gashoro",NA,"Cell","Cell"
68,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",17,"Rwerere",68,"Ruconsho",NA,"Cell","Cell"
69,189,"RWA","Rwanda",1,"Amajyaruguru",1,"Burera",17,"Rwerere",69,"Rugari",NA,"Cell","Cell"
70,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",70,"Birambo",NA,"Cell","Cell"
71,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",71,"Butereri",NA,"Cell","Cell"
72,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",72,"Byibuhiro",NA,"Cell","Cell"
73,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",73,"Kamina",NA,"Cell","Cell"
74,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",74,"Kirabo",NA,"Cell","Cell"
75,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",75,"Mwumba",NA,"Cell","Cell"
76,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",18,"Busengo",76,"Ruhanga",NA,"Cell","Cell"
77,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",19,"Coko",77,"Kiruku",NA,"Cell","Cell"
78,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",19,"Coko",78,"Mbirima",NA,"Cell","Cell"
79,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",19,"Coko",79,"Nyange",NA,"Cell","Cell"
80,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",19,"Coko",80,"Nyanza",NA,"Cell","Cell"
81,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",20,"Cyabingo",81,"Muhaza",NA,"Cell","Cell"
82,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",20,"Cyabingo",82,"Muhororo",NA,"Cell","Cell"
83,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",20,"Cyabingo",83,"Muramba",NA,"Cell","Cell"
84,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",20,"Cyabingo",84,"Mutanda",NA,"Cell","Cell"
85,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",20,"Cyabingo",85,"Rukore",NA,"Cell","Cell"
86,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",21,"Gakenke",86,"Buheta",NA,"Cell","Cell"
87,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",21,"Gakenke",87,"Kagoma",NA,"Cell","Cell"
88,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",21,"Gakenke",88,"Nganzo",NA,"Cell","Cell"
89,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",21,"Gakenke",89,"Rusagara",NA,"Cell","Cell"
90,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",22,"Gashenyi",90,"Nyacyina",NA,"Cell","Cell"
91,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",22,"Gashenyi",91,"Rukura",NA,"Cell","Cell"
92,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",22,"Gashenyi",92,"Rutabo",NA,"Cell","Cell"
93,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",22,"Gashenyi",93,"Rutenderi",NA,"Cell","Cell"
94,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",22,"Gashenyi",94,"Taba",NA,"Cell","Cell"
95,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",23,"Janja",95,"Gakindo",NA,"Cell","Cell"
96,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",23,"Janja",96,"Gashyamba",NA,"Cell","Cell"
97,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",23,"Janja",97,"Gatwa",NA,"Cell","Cell"
98,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",23,"Janja",98,"Karukungu",NA,"Cell","Cell"
99,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",24,"Kamubuga",99,"Kamubuga",NA,"Cell","Cell"
100,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",24,"Kamubuga",100,"Kidomo",NA,"Cell","Cell"
101,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",24,"Kamubuga",101,"Mbatabata",NA,"Cell","Cell"
102,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",24,"Kamubuga",102,"Rukore",NA,"Cell","Cell"
103,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",25,"Karambo",103,"Kanyanza",NA,"Cell","Cell"
104,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",25,"Karambo",104,"Karambo",NA,"Cell","Cell"
105,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",25,"Karambo",105,"Kirebe",NA,"Cell","Cell"
106,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",26,"Kivuruga",106,"Cyintare",NA,"Cell","Cell"
107,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",26,"Kivuruga",107,"Gasiza",NA,"Cell","Cell"
108,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",26,"Kivuruga",108,"Rugimbu",NA,"Cell","Cell"
109,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",26,"Kivuruga",109,"Ruhinga",NA,"Cell","Cell"
110,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",26,"Kivuruga",110,"Sereri",NA,"Cell","Cell"
111,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",27,"Mataba",111,"Buyange",NA,"Cell","Cell"
112,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",27,"Mataba",112,"Gikombe",NA,"Cell","Cell"
113,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",27,"Mataba",113,"Nyundo",NA,"Cell","Cell"
114,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",28,"Minazi",114,"Gasiho",NA,"Cell","Cell"
115,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",28,"Minazi",115,"Munyana",NA,"Cell","Cell"
116,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",28,"Minazi",116,"Murambi",NA,"Cell","Cell"
117,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",28,"Minazi",117,"Raba",NA,"Cell","Cell"
118,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",118,"Gahinga",NA,"Cell","Cell"
119,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",119,"Munyana",NA,"Cell","Cell"
120,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",120,"Mutego",NA,"Cell","Cell"
121,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",121,"Nkomane",NA,"Cell","Cell"
122,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",122,"Rutabo",NA,"Cell","Cell"
123,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",123,"Rutenderi",NA,"Cell","Cell"
124,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",29,"Mugunga",124,"Rwamambe",NA,"Cell","Cell"
125,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",125,"Busake",NA,"Cell","Cell"
126,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",126,"Bwenda",NA,"Cell","Cell"
127,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",127,"Gasiza",NA,"Cell","Cell"
128,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",128,"Gihinga",NA,"Cell","Cell"
129,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",129,"Huro",NA,"Cell","Cell"
130,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",130,"Musagara",NA,"Cell","Cell"
131,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",131,"Musenyi",NA,"Cell","Cell"
132,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",132,"Ruganda",NA,"Cell","Cell"
133,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",30,"Muhondo",133,"Rwinkuba",NA,"Cell","Cell"
134,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",31,"Muyongwe",134,"Bumba",NA,"Cell","Cell"
135,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",31,"Muyongwe",135,"Gisiza",NA,"Cell","Cell"
136,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",31,"Muyongwe",136,"Karyango",NA,"Cell","Cell"
137,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",31,"Muyongwe",137,"Nganzo",NA,"Cell","Cell"
138,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",31,"Muyongwe",138,"Va",NA,"Cell","Cell"
139,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",32,"Muzo",139,"Kabatezi",NA,"Cell","Cell"
140,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",32,"Muzo",140,"Kiryamo",NA,"Cell","Cell"
141,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",32,"Muzo",141,"Mubuga",NA,"Cell","Cell"
142,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",32,"Muzo",142,"Mwiyando",NA,"Cell","Cell"
143,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",32,"Muzo",143,"Rwa",NA,"Cell","Cell"
144,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",33,"Nemba",144,"Buranga",NA,"Cell","Cell"
145,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",33,"Nemba",145,"Gahinga",NA,"Cell","Cell"
146,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",33,"Nemba",146,"Gisozi",NA,"Cell","Cell"
147,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",33,"Nemba",147,"Mucaca",NA,"Cell","Cell"
148,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",34,"Ruli",148,"Busoro",NA,"Cell","Cell"
149,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",34,"Ruli",149,"Gikingo",NA,"Cell","Cell"
150,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",34,"Ruli",150,"Jango",NA,"Cell","Cell"
151,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",34,"Ruli",151,"Ruli",NA,"Cell","Cell"
152,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",34,"Ruli",152,"Rwesero",NA,"Cell","Cell"
153,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",153,"Gataba",NA,"Cell","Cell"
154,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",154,"Kamonyi",NA,"Cell","Cell"
155,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",155,"Murambi",NA,"Cell","Cell"
156,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",156,"Nyundo",NA,"Cell","Cell"
157,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",157,"Rumbi",NA,"Cell","Cell"
158,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",35,"Rusasa",158,"Rurembo",NA,"Cell","Cell"
159,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",159,"Burimba",NA,"Cell","Cell"
160,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",160,"Busanane",NA,"Cell","Cell"
161,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",161,"Joma",NA,"Cell","Cell"
162,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",162,"Kageyo",NA,"Cell","Cell"
163,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",163,"Mbogo",NA,"Cell","Cell"
164,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",164,"Razi",NA,"Cell","Cell"
165,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",165,"Rwankuba",NA,"Cell","Cell"
166,189,"RWA","Rwanda",1,"Amajyaruguru",2,"Gakenke",36,"Rushashi",166,"Shyombwe",NA,"Cell","Cell"
167,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",37,"Bukure",167,"Karenge",NA,"Cell","Cell"
168,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",37,"Bukure",168,"Kigabiro",NA,"Cell","Cell"
169,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",37,"Bukure",169,"Kivumu",NA,"Cell","Cell"
170,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",37,"Bukure",170,"Rwesero",NA,"Cell","Cell"
171,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",38,"Bwisige",171,"Bwisige",NA,"Cell","Cell"
172,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",38,"Bwisige",172,"Gihuke",NA,"Cell","Cell"
173,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",38,"Bwisige",173,"Mukono",NA,"Cell","Cell"
174,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",38,"Bwisige",174,"Nyabushingitwa",NA,"Cell","Cell"
175,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",175,"Gacurabwenge",NA,"Cell","Cell"
176,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",176,"Gisuna",NA,"Cell","Cell"
177,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",177,"Kibali",NA,"Cell","Cell"
178,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",178,"Kivugiza",NA,"Cell","Cell"
179,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",179,"Murama",NA,"Cell","Cell"
180,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",180,"Ngondore",NA,"Cell","Cell"
181,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",181,"Nyakabungo",NA,"Cell","Cell"
182,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",182,"Nyamabuye",NA,"Cell","Cell"
183,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",39,"Byumba",183,"Nyarutarama",NA,"Cell","Cell"
184,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",184,"Gasunzu",NA,"Cell","Cell"
185,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",185,"Muhambo",NA,"Cell","Cell"
186,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",186,"Nyakabungo",NA,"Cell","Cell"
187,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",187,"Nyambare",NA,"Cell","Cell"
188,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",188,"Nyaruka",NA,"Cell","Cell"
189,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",40,"Cyumba",189,"Rwankonjo",NA,"Cell","Cell"
190,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",41,"Giti",190,"Gatobotobo",NA,"Cell","Cell"
191,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",41,"Giti",191,"Murehe",NA,"Cell","Cell"
192,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",41,"Giti",192,"Tanda",NA,"Cell","Cell"
193,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",42,"Kageyo",193,"Gihembe",NA,"Cell","Cell"
194,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",42,"Kageyo",194,"Horezo",NA,"Cell","Cell"
195,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",42,"Kageyo",195,"Kabuga",NA,"Cell","Cell"
196,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",42,"Kageyo",196,"Muhondo",NA,"Cell","Cell"
197,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",42,"Kageyo",197,"Nyamiyaga",NA,"Cell","Cell"
198,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",43,"Kaniga",198,"Bugomba",NA,"Cell","Cell"
199,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",43,"Kaniga",199,"Gatoma",NA,"Cell","Cell"
200,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",43,"Kaniga",200,"Mulindi",NA,"Cell","Cell"
201,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",43,"Kaniga",201,"Nyarwambu",NA,"Cell","Cell"
202,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",43,"Kaniga",202,"Rukurura",NA,"Cell","Cell"
203,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",203,"Kabuga",NA,"Cell","Cell"
204,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",204,"Nyiragifumba",NA,"Cell","Cell"
205,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",205,"Nyiravugiza",NA,"Cell","Cell"
206,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",206,"Remera",NA,"Cell","Cell"
207,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",207,"Rusekera",NA,"Cell","Cell"
208,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",44,"Manyagiro",208,"Ryaruyumba",NA,"Cell","Cell"
209,189,"RWA","Rwanda",1,"Amajyaruguru",3,"Gicumbi",45,"Miyove",209,"Gakenke",NA,"Cell","Cell"
