"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,4,"ALB","Albania",6,"ALB","Albania","ALBANIA","Albania","Shqiperia",NA,"Shqipëria",NA,"Albanie ","Albania ","<U+0410><U+043B><U+0431><U+0430><U+043D><U+0438><U+044F> ","<U+0623><U+0644><U+0628><U+0627><U+0646><U+064A><U+0627>","<U+963F><U+5C14><U+5DF4><U+5C3C><U+4E9A> ",NA,NA,"Albania","AL",NA,"AL",8,"1912","Present",3134222,28754.5,108.999356622442,"Southern Europe","Europe",2,NA,1,NA,"Europe & Central Asia","Lower middle income","Less indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
