"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,239,"UGA","Uganda",234,"UGA","Uganda","UGANDA","Uganda","Uganda",NA,"British East Africa|Carpatho-Ukraine|Ruthenia",NA,"Ouganda ","Uganda ","<U+0423><U+0433><U+0430><U+043D><U+0434><U+0430>","<U+0623><U+0648><U+063A><U+0646><U+062F><U+0627>","<U+4E4C><U+5E72><U+8FBE> ",NA,NA,"Uganda","UG",NA,"UG",800,"19621009","Present",23300162,243049.906,95.8657519497251,"Eastern Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Moderately indebted","HIPC",NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1
