"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,162,"NER","Niger",164,"NER","Niger","NIGER","Niger","Niger",NA,NA,NA,"Niger ","Niger ","<U+041D><U+0438><U+0433><U+0435><U+0440>","<U+0627><U+0644><U+0646><U+064A><U+062C><U+0631>","<U+5C3C><U+65E5><U+5C14> ",NA,NA,"Niger","NE",NA,"NG",562,"19600803","Present",10831545,1186021,9.13267555970763,"Western Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Moderately indebted","HIPC",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1
