"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,38,"BFA","Burkina Faso",22,"BFA","Burkina Faso","BURKINA FASO","Burkina Faso","Burkina Faso","Upper Volta|Voltaic Republic",NA,NA,"Burkina Faso ","Burkina Faso ","<U+0411><U+0443><U+0440><U+043A><U+0438><U+043D><U+0430>-<U+0424><U+0430><U+0441><U+043E> ","<U+0628><U+0648><U+0631><U+0643><U+064A><U+0646><U+0627> <U+0641><U+0627><U+0633><U+0648>","<U+5E03><U+57FA><U+7EB3><U+6CD5><U+7D22> ",NA,NA,"Burkina Faso","BF",NA,"UV",854,"19470904","Present",11535072,273719.188,42.1419926176312,"Western Africa","Africa",1,NA,NA,NA,"Sub-Saharan Africa","Low income","Moderately indebted","HIPC",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1
