"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,226,"TJK","Tajikistan",223,"TJK","Tajikistan","TAJIKISTAN","Tajikistan","Jumhurii Tojikiston","Tajik SSR|Tajik S.S.R.",NA,NA,"Tadjikistan ","Tadjikistan ","<U+0422><U+0430><U+0434><U+0436><U+0438><U+043A><U+0438><U+0441><U+0442><U+0430><U+043D>","<U+0637><U+0627><U+062C><U+064A><U+0643><U+0633><U+062A><U+0627><U+0646>","<U+5854><U+5409><U+514B><U+65AF><U+5766> ","Soviet Union|Union of Soviet Socialist Republics|U.S.S.R.|USSR|CCCP|C.C.C.P.",NA,"Tajikistan","TJ",NA,"TI",762,"19910909","Present",6086983,142410.297,42.7425764023229,"Central Asia","Asia",1,1,NA,NA,"Europe & Central Asia","Low income","Severely indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
